Ewe,fmin,fmax,Initial_R0,Initial_R1,Initial_fs1,Initial_n1,Initial_R2,Initial_fs2,Initial_n2,R0_bound_min,R1_bound_min,fs1_bound_min,n1_bound_min,R2_bound_min,fs2_bound_min,n2_bound_min,R0_bound_max,R1_bound_max,fs1_bound_max,n1_bound_max,R2_bound_max,fs2_bound_max,n2_bound_max,Fit_R0,Fit_R1,Fit_fs1,Fit_n1,Fit_R2,Fit_fs2,Fit_n2,Residual
0.40045965,4,1000000.0,9.517622115915017,1.361774891868045,19.637546404305446,0.8097194757372275,50740.10384598948,2.592416020209778,0.6889666203145447,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.784744106391862,4.453396750468202,40.28467217697306,1.11621215855617,18133.835953007332,1.0614425002444825,0.9309540673987833,0.9999915952622057
0.42046,4,1000000.0,11.784744106391862,4.453396750468202,40.28467217697306,1.11621215855617,18133.835953007332,1.0614425002444825,0.9309540673987833,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.97721057486843,4.453396747408833,19.110952600479255,1.11621215855617,23349.104316957895,0.8648373522080187,0.9405980969679889,0.9999967259050353
0.4404586,4,1000000.0,11.97721057486843,4.453396747408833,19.110952600479255,1.11621215855617,23349.104316957895,0.8648373522080187,0.9405980969679889,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.993661560096314,4.0467660432871,5.272631448444354,0.9132579234409178,24393.609884688372,0.8078411806384864,0.9432587408981918,0.9999960329110855
0.4604471,4,1000000.0,11.993661560096314,4.0467660432871,5.272631448444354,0.9132579234409178,24393.609884688372,0.8078411806384864,0.9432587408981918,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.97319474041604,3.9054728126357134,5.350184325702267,0.8687109499736814,24275.129999436165,0.7627144218677543,0.942450300711431,0.9999956158685726
0.48045054,4,1000000.0,11.97319474041604,3.9054728126357134,5.350184325702267,0.8687109499736814,24275.129999436165,0.7627144218677543,0.942450300711431,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.801334880584134,4.453396750468106,49.27770775535599,0.6791546600483346,22085.97664239864,0.7852386214260471,0.9425975568812193,0.999995549402891
0.50044185,4,1000000.0,11.801334880584134,4.453396750468106,49.27770775535599,0.6791546600483346,22085.97664239864,0.7852386214260471,0.9425975568812193,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.757561287699371,4.4533952339045175,17.680803378394128,0.6791546600483346,21102.545448911715,0.7441563864712005,0.9366785057140252,0.9999945378949354
0.52042955,4,1000000.0,11.757561287699371,4.4533952339045175,17.680803378394128,0.6791546600483346,21102.545448911715,0.7441563864712005,0.9366785057140252,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.690475116860053,4.453396096840984,8.228551605158119,0.6791546600483346,18293.22211750225,0.7826627079063957,0.9310311745088369,0.9999930687336691
0.5404127,4,1000000.0,11.690475116860053,4.453396096840984,8.228551605158119,0.6791546600483346,18293.22211750225,0.7826627079063957,0.9310311745088369,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.66188791123238,4.453396750468202,37.25420091789064,1.11621215855617,15592.7456766635,0.8305825359704421,0.9248329258194157,0.9999933468040814
0.5604244,4,1000000.0,11.66188791123238,4.453396750468202,37.25420091789064,1.11621215855617,15592.7456766635,0.8305825359704421,0.9248329258194157,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.599077585981068,4.45339675046537,42.17351713866732,1.11621215855617,11410.358203679725,1.0508935250267355,0.9191862257099627,0.9999917363027646
0.5804123,4,1000000.0,11.599077585981068,4.45339675046537,42.17351713866732,1.11621215855617,11410.358203679725,1.0508935250267355,0.9191862257099627,5.951482037633824,0.761647558782244,4.9553827755000714,0.6791546600483345,7.417379828803064,0.37774935732105136,0.660461965022568,18.196283008213875,4.453396750468203,10402476.08726551,1.1162121585561702,38941161.07273834,4418.3490833774285,1.0715478449121587,11.504346362791518,4.453396746069484,47.06384311364975,1.11621215855617,7956.711140713751,1.4007932965015333,0.9124737836676587,0.9999881510671542
